   0.0000000000000000e+00	  -4.8380000000000003e-03	   1.6128699999999999e-02	  -1.6138800000000000e-01	   5.5445400000000000e-01	  -3.7941900000000001e-01	  -3.3666799999999997e-02	   4.9240700000000000e-03	  -4.9390200000000002e-02	  -3.6843100000000001e-01	   6.1250499999999997e-01	  -2.2892000000000001e-01	   3.4858199999999999e-02	  -9.5070007732521472e-02	   9.8417547915729993e-03	   1.8523788964475121e-02	  -3.2398383668548392e-01	  -1.5146104445332670e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8134799999999998e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7440749111907322e-01	  -2.6399782843373804e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7057100000000000e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   5.0000000000000001e-04	  -4.8398900000000003e-03	   1.6380200000000001e-02	  -1.6116700000000000e-01	   5.5428999999999995e-01	  -3.7946700000000000e-01	  -3.3887500000000001e-02	   4.9231900000000000e-03	  -4.9160299999999997e-02	  -3.6834499999999998e-01	   6.1261200000000005e-01	  -2.2911200000000001e-01	   3.4762200000000000e-02	  -9.5069933285929886e-02	   9.8375039390043977e-03	   1.8533061890868965e-02	  -3.2398364443121375e-01	  -1.5145321309649470e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8134332117158871e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7440321559446079e-01	  -2.6399946580342998e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7057463108168425e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.0000000000000000e-03	  -4.8419300000000004e-03	   1.6632200000000000e-02	  -1.6094500000000000e-01	   5.5412600000000001e-01	  -3.7951499999999999e-01	  -3.4109399999999998e-02	   4.9220799999999997e-03	  -4.8929899999999998e-02	  -3.6825900000000000e-01	   6.1272099999999996e-01	  -2.2930700000000001e-01	   3.4664599999999997e-02	  -9.5069712057130204e-02	   9.8248719166200045e-03	   1.8560617730994097e-02	  -3.2398307311988145e-01	  -1.5142994108853733e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8132941735717247e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7439051025553459e-01	  -2.6400433148396485e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7058542136536842e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.5000000000000000e-03	  -4.8441200000000004e-03	   1.6884500000000000e-02	  -1.6072400000000001e-01	   5.5396199999999995e-01	  -3.7956299999999998e-01	  -3.4332500000000002e-02	   4.9207499999999998e-03	  -4.8698999999999999e-02	  -3.6817299999999997e-01	   6.1283100000000001e-01	  -2.2950300000000001e-01	   3.4565400000000003e-02	  -9.5069347212585045e-02	   9.8040395274019386e-03	   1.8606062076265903e-02	  -3.2398213092870443e-01	  -1.5139156152326266e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8130648756297798e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7436955695466133e-01	  -2.6401235583253152e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7060321640899975e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.0000000000000000e-03	  -4.8464600000000004e-03	   1.7137300000000001e-02	  -1.6050300000000001e-01	   5.5379800000000001e-01	  -3.7961200000000000e-01	  -3.4556799999999999e-02	   4.9191900000000004e-03	  -4.8467600000000000e-02	  -3.6808800000000003e-01	   6.1294099999999996e-01	  -2.2970099999999999e-01	   3.4464200000000000e-02	  -9.5068841918757044e-02	   9.7751875743323172e-03	   1.8669000518099776e-02	  -3.2398082603489997e-01	  -1.5133840749447858e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8127473079523195e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7434053754420770e-01	  -2.6402346920631869e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7062786177052547e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.5000000000000001e-03	  -4.8489400000000004e-03	   1.7390400000000000e-02	  -1.6028200000000001e-01	   5.5363399999999996e-01	  -3.7966100000000003e-01	  -3.4782399999999998e-02	   4.9174099999999997e-03	  -4.8235599999999997e-02	  -3.6800200000000000e-01	   6.1305200000000004e-01	  -2.2990200000000000e-01	   3.4361000000000003e-02	  -9.5068199342108820e-02	   9.7384968603932559e-03	   1.8749038647911106e-02	  -3.2397916661568543e-01	  -1.5127081209599311e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8123434606016089e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7430363387654038e-01	  -2.6403760196251508e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7065920300789272e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   3.0000000000000001e-03	  -4.8515700000000004e-03	   1.7643900000000001e-02	  -1.6006000000000001e-01	   5.5347000000000002e-01	  -3.7971100000000002e-01	  -3.5009400000000003e-02	   4.9154200000000002e-03	  -4.8003100000000000e-02	  -3.6791600000000002e-01	   6.1316400000000004e-01	  -2.3010500000000000e-01	   3.4255500000000001e-02	  -9.5067422649102978e-02	   9.6941481885668753e-03	   1.8845782057115283e-02	  -3.2397716084827816e-01	  -1.5118910842161420e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8118553236399151e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7425902780402605e-01	  -2.6405468445830937e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7069708567904873e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   3.5000000000000001e-03	  -4.8543600000000003e-03	   1.7897900000000001e-02	  -1.5983900000000001e-01	   5.5330599999999996e-01	  -3.7976100000000002e-01	  -3.5237600000000001e-02	   4.9132100000000003e-03	  -4.7770000000000000e-02	  -3.6783100000000002e-01	   6.1327600000000004e-01	  -2.3030900000000001e-01	   3.4147600000000000e-02	  -9.5066515006202140e-02	   9.6423223618352892e-03	   1.8958836337127704e-02	  -3.2397481690989555e-01	  -1.5109362956514991e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8112848871295020e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7420690117903143e-01	  -2.6407464705089045e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7074135534194074e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   4.0000000000000001e-03	  -4.8572900000000002e-03	   1.8152100000000001e-02	  -1.5961800000000001e-01	   5.5314300000000005e-01	  -3.7981100000000001e-01	  -3.5467199999999997e-02	   4.9107999999999999e-03	  -4.7536200000000001e-02	  -3.6774499999999999e-01	   6.1338999999999999e-01	  -2.3051600000000000e-01	   3.4037100000000001e-02	  -9.5065479579868953e-02	   9.5832001831806183e-03	   1.9087807079363753e-02	  -3.2397214297775495e-01	  -1.5098470862040816e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8106341411326368e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7414743585392317e-01	  -2.6409742009744686e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7079185755451592e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   4.4999999999999997e-03	  -4.8603700000000001e-03	   1.8406800000000001e-02	  -1.5939700000000001e-01	   5.5298000000000003e-01	  -3.7986199999999998e-01	  -3.5698100000000003e-02	   4.9081899999999998e-03	  -4.7301900000000001e-02	  -3.6765900000000001e-01	   6.1350400000000005e-01	  -2.3072500000000001e-01	   3.3923900000000000e-02	  -9.5064319536566008e-02	   9.5169624555849798e-03	   1.9232299875238824e-02	  -3.2396914722907361e-01	  -1.5086267868119696e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8099050757115855e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7408081368106798e-01	  -2.6412293395516756e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7084843787472148e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
