0.00000000	0.00000000	0.00000000	  -0.12935169    0.00233145 -493.16775513   -0.00279836    4.50421143    0.00003985	  -0.12610342   -0.00315536 -485.74386597    0.00249866    4.43473291   -0.00015396	  -0.00054234    0.00257244 -515.97803769   -0.00470003  -10.66921068   -0.00003603	   0.00052088   -0.00271947 -508.55415059    0.00097810  -10.51574522   -0.00006831	  0.00040352   0.10595743 -15.25941018 -46.41459493   6.11629079  -0.00197030   0.00035579  -0.00754561 -15.04617011 -45.59537964   6.04596679   0.00168548  -0.00028833  15.78568873  -0.32476916   0.00130817   0.94355557   0.26128574   0.15474456  -2.11644036  -0.03444435  -0.18404340   0.00011607   0.00001427  -0.51725918  -0.00153873  -0.94387870  -0.26218882  -0.15499189   2.11643531   0.03443261   0.18404321  -0.00011617	 0.00001404 -0.00000476 -0.23667363  0.58958620 -0.35353478 -0.00001926  0.00001584 -0.00001677 -0.23668632  0.58967560 -0.35360039 -0.00002586 -0.00001061 -0.00020333  0.00000858  0.30001165  0.29999831  1.49998992 -1.26999208 -1.00105187  0.00000715 -0.99999122 -0.00000744 -0.00000468 -0.00000321 -0.30001230 -0.30000607 -1.50000479  1.27000007  1.00104689 -0.00000117  0.99999099 -0.00000164	 0.00012626  0.00009228  0.00003421 -0.00000798  0.00005817  0.00002326  0.00016675 -0.00016675  0.00019635 -0.00000936  0.00013369 -0.00014320 -0.00017642  0.00015626  0.00020014  0.00018667  0.00000400 -0.00021438  0.00017383 -0.00003914  0.00015974  0.00020139 -0.00016604 -0.00012069 -0.00003811 -0.00020442 -0.00012998 -0.00013896 -0.00000592 -0.00009855 -0.00002921 -0.00020373 -0.00003660	 0.00010399  0.00002492  0.00003694 -0.00002926  0.00000959 -0.00000012  0.00000004 -0.00000015 -0.00000002  0.00000002  0.00000005  0.00000037  0.00000007 -0.00000007 -0.00000002 -0.00000002 -0.00000002 -0.00000007 -0.00000001 -0.00000000 -0.00000000 -0.00000001 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.00000000  0.00000000 -0.00000000  0.00000001  0.00000000  0.00000000 -0.00000000 -0.00000000  0.00000000  0.00000000  0.00000000 -0.00000000	
0.00707300	0.00393054	0.00000000	  -0.12977846    0.00254774 -493.16943359   -0.00289314    4.50381994    0.00002332	  -0.12611485   -0.00308321 -485.74243164    0.00266266    4.43461466   -0.00019043	  -0.00063256    0.00261526 -515.97841023   -0.00472175  -10.66931196   -0.00004075	   0.00051638   -0.00269680 -508.55383510    0.00101048  -10.51576337   -0.00007631	 -0.00040346   0.11251763 -15.25841382 -46.42273649   6.11210974  -0.00390042  -0.00071919  -0.00546590 -15.04732333 -45.59630356   6.04475325   0.00473325  -0.00037185  15.78388776  -0.32481421   0.00131318   0.94346227   0.26125389   0.15472697  -2.11619748  -0.03444064  -0.18402318   0.00011595   0.00001306  -0.51720114  -0.00154765  -0.94375527  -0.26215440  -0.15498215   2.11618403   0.03443844   0.18402299  -0.00011770	 0.00000740  0.00000008 -0.23666771  0.58959430 -0.35354039 -0.00001974  0.00000661 -0.00001140 -0.23669108  0.58966608 -0.35360850 -0.00001823  0.00000623 -0.00021247  0.00000151  0.29999517  0.30000756  1.50000851 -1.27000118 -1.00105461  0.00000515 -1.00000059  0.00000327 -0.00000000 -0.00000406 -0.30000652 -0.30000487 -1.49999681  1.27000195  1.00104159 -0.00000506  0.99999088 -0.00000245	-0.00002624  0.00018303  0.00016825  0.00016746 -0.00006599  0.00000416 -0.00006962 -0.00002248  0.00007140 -0.00022121 -0.00006799  0.00004272  0.00022340 -0.00006635  0.00001702 -0.00019425  0.00021664  0.00021655 -0.00005410 -0.00010355  0.00009794 -0.00003085  0.00009063 -0.00001532 -0.00005653 -0.00006341 -0.00009271  0.00005775  0.00003026 -0.00021644 -0.00010766 -0.00018123 -0.00005261	 0.00010400  0.00002494  0.00003694 -0.00002928  0.00000964 -0.00000010  0.00000003 -0.00000012 -0.00000005  0.00000000  0.00000002  0.00000040  0.00000006 -0.00000004 -0.00000005 -0.00000003 -0.00000004 -0.00000002 -0.00000001 -0.00000000 -0.00000000 -0.00000001 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.00000000  0.00000000 -0.00000000  0.00000000  0.00000000  0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.00000000 -0.00000000	
0.01172700	0.00651681	0.00000000	  -0.15933011    0.01837594 -493.27816772   -0.01008180    4.47722960   -0.00098458	  -0.12514080    0.00073746 -485.65209961    0.01357369    4.42758894   -0.00282976	  -0.01267727    0.00924507 -516.02385540   -0.00812723  -10.68242778   -0.00066679	   0.00093848   -0.00097088 -508.51691656    0.00537215  -10.51754526   -0.00121429	 -0.00660962   0.16789619 -15.24858611 -46.49170541   6.07591915  -0.02182254  -0.00975316   0.01077183 -15.05800382 -45.60404876   6.03529156   0.03007355   0.00033867  15.76876098  -0.32460674   0.00121361   0.94230363   0.26105102   0.15449570  -2.11419326  -0.03436829  -0.18387931   0.00011112   0.00002319  -0.51669887  -0.00152159  -0.94286640  -0.26188728  -0.15478406   2.11425032   0.03444888   0.18384080  -0.00015118	 0.00000004 -0.00000670 -0.23667637  0.58957704 -0.35353622 -0.00002481  0.00000703 -0.00001462 -0.23668843  0.58966934 -0.35360456 -0.00002647 -0.00000121 -0.00021553  0.00000874  0.30000559  0.30000203  1.49999990 -1.26999196 -1.00104277  0.00000122 -0.99999039  0.00000419  0.00000809 -0.00000323 -0.29999429 -0.29999368 -1.49999588  1.26999845  1.00104783 -0.00000512  1.00000205  0.00000602	-0.00020338  0.00001566 -0.00004809 -0.00025084  0.00002994 -0.00012859 -0.00005115 -0.00008955  0.00013336 -0.00013559  0.00002232 -0.00014699  0.00004119 -0.00013014  0.00018192  0.00006385  0.00007327  0.00000219  0.00016086  0.00018970 -0.00000213  0.00020710  0.00011232  0.00018321 -0.00002904  0.00022985  0.00017869  0.00006903 -0.00005627 -0.00005328 -0.00009601  0.00009537  0.00014730	 0.00010445  0.00002495  0.00003695 -0.00003000  0.00001222  0.00000050 -0.00000033  0.00000133 -0.00000148 -0.00000072 -0.00000157  0.00000173 -0.00000041  0.00000126 -0.00000137 -0.00000083 -0.00000115  0.00000214  0.00000015  0.00000022  0.00000014  0.00000005  0.00000022 -0.00000007 -0.00000003  0.00000002 -0.00000000  0.00000000 -0.00000000 -0.00000002 -0.00000007  0.00000016  0.00000001  0.00000005 -0.00000003 -0.00000006 -0.00000001 -0.00000001 -0.00000000	
0.01797100	0.00998666	0.00000000	  -0.23026244    0.05319702 -493.51281738   -0.02729326    4.41610432   -0.00351028	  -0.12219594    0.00622722 -485.44369507    0.03817194    4.41261959   -0.00933338	  -0.08256828    0.04509224 -516.26496996   -0.02776291  -10.75564220   -0.00422669	   0.00415091    0.00599019 -508.31008315    0.02954343  -10.52636007   -0.00781675	 -0.01492176   0.24611474 -15.23281680 -46.58809574   6.02438081  -0.04905658  -0.02224083   0.03181471 -15.07440708 -45.61475638   6.02293923   0.06483095   0.00629478  15.74217536  -0.33160177   0.00223482   0.94046314   0.26076040   0.15443339  -2.11094766  -0.03402030  -0.18349627  -0.00000769  -0.00000846  -0.51608383  -0.00121069  -0.94260353  -0.26173366  -0.15414240   2.11190935   0.03435288   0.18366659  -0.00021949	 0.00001725 -0.00001136 -0.23667321  0.58959115 -0.35353147 -0.00001858  0.00001425 -0.00001918 -0.23669031  0.58967790 -0.35361450 -0.00001986  0.00000398 -0.00021860 -0.00001028  0.29999873  0.30000175  1.50000555 -1.27000931 -1.00104380  0.00000817 -1.00000171  0.00000995  0.00000612  0.00000601 -0.30000425 -0.29999803 -1.49999107  1.27000056  1.00105309  0.00000153  0.99999180  0.00000385	 0.00020268 -0.00008588  0.00003715  0.00009245  0.00014066  0.00002374  0.00012234 -0.00019248  0.00007831  0.00007311 -0.00021136  0.00001785  0.00015648 -0.00018915 -0.00026797 -0.00009972  0.00006356  0.00012599 -0.00025431  0.00015448  0.00015684 -0.00006786  0.00023427  0.00012901  0.00018436 -0.00001653  0.00006514  0.00017225 -0.00000809  0.00007434  0.00006133 -0.00015334  0.00008259	 0.00010830  0.00002495  0.00003697 -0.00003224  0.00002458  0.00000374 -0.00000214  0.00000727 -0.00000778 -0.00000400 -0.00000860  0.00000626 -0.00000281  0.00000653 -0.00000708 -0.00000435 -0.00000600  0.00001084  0.00000095  0.00000097  0.00000063  0.00000011  0.00000103 -0.00000044 -0.00000013  0.00000008  0.00000000 -0.00000000 -0.00000001 -0.00000007 -0.00000032  0.00000091  0.00000016  0.00000028 -0.00000010 -0.00000034 -0.00000006 -0.00000005 -0.00000000	
0.02244100	0.01222340	0.00000000	  -0.34788966    0.11615480 -493.89883423   -0.05822029    4.31715870   -0.00740852	  -0.10763033    0.01744495 -485.11123657    0.07623655    4.39172697   -0.01961908	  -0.16023802    0.08557398 -516.51655716   -0.05062884  -10.83396140   -0.00806896	   0.01230878    0.01259096 -508.09010180    0.05444311  -10.53333915   -0.01485718	 -0.03480661   0.43597182 -15.18736246 -46.81529237   5.89950829  -0.12265133  -0.05185519   0.07536705 -15.11867822 -45.63887279   5.99778307   0.14360540  -0.02016389  15.69687403  -0.31547331   0.00037480   0.93779634   0.26076986   0.15222912  -2.10315406  -0.03255089  -0.18305048   0.00052599   0.00016592  -0.51420717  -0.00233583  -0.94210632  -0.26125209  -0.15299413   2.10589027   0.03400416   0.18339878  -0.00043187	 0.00001134 -0.00000571 -0.23668106  0.58959102 -0.35353289 -0.00002673  0.00000330 -0.00000459 -0.23669445  0.58968279 -0.35361444 -0.00002529 -0.00000613 -0.00020867 -0.00000468  0.30000683  0.29999240  1.50000055 -1.27000038 -1.00104208  0.00000296 -0.99999285 -0.00000368 -0.00000590 -0.00000641 -0.29999969 -0.29999382 -1.49999614  1.27000822  1.00106032  0.00000182  0.99999315  0.00000462	 0.00005442  0.00005865 -0.00015475  0.00009485  0.00009601 -0.00017305 -0.00014889  0.00016712 -0.00002747  0.00019039 -0.00020125 -0.00011567 -0.00009324  0.00005870 -0.00012787  0.00009962 -0.00016375 -0.00000040 -0.00002500  0.00019198  0.00003508  0.00015363 -0.00010143 -0.00017076 -0.00012719  0.00010011  0.00016578  0.00004872  0.00018104  0.00025161  0.00006401 -0.00012448  0.00011170	 0.00011306  0.00002489  0.00003699 -0.00003423  0.00004107  0.00000748 -0.00000412  0.00001457 -0.00001582 -0.00000814 -0.00001748  0.00001098 -0.00000551  0.00001299 -0.00001452 -0.00000873 -0.00001208  0.00002072  0.00000183  0.00000200  0.00000130  0.00000025  0.00000201 -0.00000083 -0.00000024  0.00000015  0.00000000 -0.00000002 -0.00000002 -0.00000012 -0.00000071  0.00000177  0.00000025  0.00000064 -0.00000019 -0.00000069 -0.00000012 -0.00000010 -0.00000000	
0.02698600	0.01469630	0.00000000	  -0.38639617    0.13222578 -493.98324585   -0.06821679    4.29009247   -0.00903856	  -0.10090570    0.01559669 -485.00466919    0.08656526    4.38925648   -0.02318407	  -0.23465973    0.12270607 -516.73587190   -0.07274938  -10.90509351   -0.01198065	   0.02251909    0.01641472 -507.88223844    0.07688230  -10.53706448   -0.02170077	 -0.04967258   0.58376162 -15.14852819 -46.98954533   5.80236930  -0.18265044  -0.07524678   0.10686582 -15.15457718 -45.65701353   5.97997846   0.20303450  -0.00029804  15.65929031  -0.32531897   0.00141442   0.93496687   0.25930281   0.15355344  -2.09900454  -0.03422398  -0.18245283   0.00015336   0.00000279  -0.51310951  -0.00137821  -0.93636999  -0.26020113  -0.15359159   2.09962870   0.03424032   0.18245678  -0.00006908	 0.00001533 -0.00001441 -0.23667065  0.58958926 -0.35353573 -0.00001030  0.00001159 -0.00001078 -0.23669485  0.58968331 -0.35359746 -0.00002858  0.00000042 -0.00021675 -0.00000599  0.30000201  0.29998895  1.49999934 -1.26999037 -1.00104995 -0.00000036 -0.99999962 -0.00000579  0.00001061  0.00000728 -0.29999855 -0.30000726 -1.50000067  1.26999461  1.00105230  0.00000209  1.00000844 -0.00000638	 0.00017518 -0.00016019  0.00008562  0.00004267  0.00002660  0.00023743  0.00006602  0.00002096 -0.00001184  0.00018998  0.00020122 -0.00020650  0.00007795 -0.00013522 -0.00017540 -0.00001768 -0.00026704 -0.00001715  0.00023157  0.00000829 -0.00005564  0.00000512 -0.00013167  0.00024855  0.00020579  0.00013329 -0.00018748 -0.00008103 -0.00015871  0.00006123  0.00007287  0.00023402 -0.00015611	 0.00011925  0.00002476  0.00003704 -0.00003567  0.00006414  0.00001278 -0.00000697  0.00002396 -0.00002653 -0.00001350 -0.00002905  0.00001658 -0.00000927  0.00002141 -0.00002428 -0.00001449 -0.00001999  0.00003239  0.00000319  0.00000356  0.00000231  0.00000077  0.00000300 -0.00000117 -0.00000040  0.00000022 -0.00000000 -0.00000002 -0.00000003 -0.00000029 -0.00000150  0.00000298  0.00000006  0.00000103 -0.00000035 -0.00000116 -0.00000022 -0.00000017 -0.00000000	
0.03150600	0.01692359	0.00000000	  -0.50546730    0.19446670 -494.33517456   -0.10063271    4.19463587   -0.01186515	  -0.07771461    0.02268375 -484.69018555    0.12233675    4.37406540   -0.03283771	  -0.29593017    0.15344007 -516.91110290   -0.09115825  -10.96291410   -0.01444506	   0.03373106    0.01900110 -507.71504198    0.09518682  -10.53873413   -0.02676933	 -0.06736666   0.76289985 -15.09903014 -47.19743449   5.68487218  -0.25733526  -0.10286972   0.14249961 -15.19888041 -45.67890634   5.96015636   0.27341615  -0.06825178  15.63207690  -0.30238373   0.00255166   0.93132038   0.26172152   0.15450404  -2.08972068  -0.03256678  -0.18160244   0.00035812   0.00062657  -0.51222167  -0.00175643  -0.94058518  -0.26132180  -0.15052977   2.09294275   0.03324459   0.18134858   0.00019660	 0.00000716 -0.00000896 -0.23667567  0.58958817 -0.35354091 -0.00001887  0.00000566 -0.00000069 -0.23670045  0.58967716 -0.35359953 -0.00002762 -0.00000707 -0.00021661 -0.00000808  0.30000489  0.29999204  1.50000318 -1.27000287 -1.00104084 -0.00000844 -0.99999884  0.00000036 -0.00000918  0.00000264 -0.30000235 -0.30000976 -1.50000853  1.26999090  1.00104617 -0.00000432  0.99999531 -0.00000540	-0.00002136 -0.00001269 -0.00003633  0.00001628 -0.00008323  0.00001567 -0.00007156  0.00026613 -0.00014858  0.00002218  0.00014334 -0.00019682 -0.00009501 -0.00014370 -0.00023287  0.00005333 -0.00017291  0.00006209 -0.00009816  0.00022195 -0.00026851  0.00002095  0.00001827 -0.00026155  0.00010001  0.00002685 -0.00023955 -0.00027301 -0.00026140 -0.00010561 -0.00007383 -0.00008503 -0.00012099	 0.00012298  0.00002462  0.00003708 -0.00003548  0.00008919  0.00001678 -0.00000902  0.00003284 -0.00003742 -0.00001872 -0.00004032  0.00002157 -0.00001203  0.00002942 -0.00003457 -0.00002008 -0.00002775  0.00004268  0.00000421  0.00000519  0.00000342  0.00000153  0.00000450 -0.00000170 -0.00000058  0.00000028 -0.00000000 -0.00000004 -0.00000004 -0.00000038 -0.00000201  0.00000415  0.00000024  0.00000171 -0.00000048 -0.00000157 -0.00000029 -0.00000022 -0.00000000	
0.03945600	0.02192609	0.00000000	  -0.79566407    0.33972469 -495.07983398   -0.18070328    3.97141385   -0.02250939	  -0.02192154    0.02677111 -483.98135376    0.20469074    4.34576941   -0.06030821	  -0.58645590    0.30183105 -517.69807252   -0.18157932  -11.23286277   -0.02918134	   0.08928063    0.02800206 -506.98928068    0.17787906  -10.54472086   -0.05398036	 -0.08601282   0.96611225 -15.03728942 -47.42888688   5.55208513  -0.34645086  -0.13360779   0.17781169 -15.25049476 -45.70231781   5.94068125   0.35018191   0.00384026  15.54568754  -0.24423522   0.00459623   0.91132728   0.25867269   0.16159111  -2.08788236  -0.04219896  -0.18334126  -0.00165177   0.00013066  -0.51044311  -0.00957213  -0.93083023  -0.25062529  -0.15523963   2.08581086   0.02530332   0.18188578  -0.00049352	 0.00000039 -0.00000973 -0.23666631  0.58957852 -0.35354736 -0.00002964  0.00001723 -0.00001198 -0.23669304  0.58967384 -0.35360229 -0.00001879 -0.00000182 -0.00021547  0.00000608  0.30001303  0.30000014  1.49999395 -1.27000904 -1.00105775 -0.00000639 -1.00000878 -0.00000001 -0.00000820  0.00000207 -0.30000753 -0.29999330 -1.49999246  1.27000631  1.00104735  0.00000936  1.00000596  0.00000906	-0.00016712 -0.00003996  0.00017514 -0.00018494 -0.00020833 -0.00022795  0.00020686 -0.00003655  0.00002781 -0.00006869  0.00006240  0.00000617  0.00002958 -0.00010437  0.00012775  0.00022445  0.00003752 -0.00013499 -0.00021664 -0.00018875 -0.00019278 -0.00020807  0.00001789 -0.00019737  0.00008716 -0.00010552  0.00014290  0.00013022  0.00010017 -0.00007043  0.00023930  0.00017895  0.00022728	 0.00013725  0.00002405  0.00003721 -0.00003473  0.00017121  0.00002477 -0.00001091  0.00006410 -0.00007166 -0.00003731 -0.00007950  0.00003240 -0.00001613  0.00005702 -0.00006894 -0.00003881 -0.00005432  0.00007504  0.00000372  0.00000906  0.00000799  0.00000320  0.00000847 -0.00000225 -0.00000098  0.00000030  0.00000008 -0.00000018 -0.00000007 -0.00000025 -0.00000340  0.00000834  0.00000068  0.00000403 -0.00000087 -0.00000287 -0.00000050 -0.00000037 -0.00000001	
0.04395200	0.02442456	0.00000000	  -1.07738328    0.48593628 -495.88873291   -0.26427993    3.74869609   -0.03844350	   0.05227111    0.02520104 -483.25677490    0.28550836    4.31840944   -0.09691541	  -0.79621782    0.40703349 -518.25606641   -0.24845315  -11.42548080   -0.03959880	   0.13854948    0.02741621 -506.46883821    0.23703700  -10.54430472   -0.07541059	 -0.12261875   1.39345672 -14.90819241 -47.91598685   5.27483919  -0.53269704  -0.20010863   0.25508401 -15.35955631 -45.75131608   5.89984521   0.51144775   0.07897263  15.43451217  -0.29895226   0.00367200   0.93619482   0.25710710   0.15156939  -2.07351360  -0.03394129  -0.18003875  -0.00067838  -0.00038030  -0.50634133   0.00217128  -0.93232131  -0.25742871  -0.14550217   2.07507893   0.03879868   0.18091712  -0.00118804	 0.00000084  0.00000054 -0.23666733  0.58958620 -0.35354770 -0.00002755  0.00001716 -0.00001692 -0.23669513  0.58967007 -0.35359843 -0.00002496 -0.00000250 -0.00020656 -0.00000754  0.30001034  0.29999425  1.50000497 -1.26999380 -1.00105623 -0.00000511 -1.00000387  0.00000858 -0.00000696  0.00000662 -0.29999729 -0.30000149 -1.49999222  1.26999557  1.00105595 -0.00000854  0.99999090  0.00000774	-0.00016238  0.00021599  0.00014470  0.00000142 -0.00021157 -0.00016734  0.00020267 -0.00016160 -0.00000866 -0.00015629  0.00015551 -0.00014703  0.00001265  0.00011525 -0.00020958  0.00016168 -0.00010533  0.00014545  0.00016407 -0.00014451 -0.00015031 -0.00008385  0.00023297 -0.00016692  0.00020696  0.00015833 -0.00006532  0.00014324 -0.00017300  0.00014660 -0.00020584 -0.00018918  0.00019876	 0.00015109  0.00002334  0.00003735 -0.00002929  0.00023184  0.00003538 -0.00001518  0.00008296 -0.00009648 -0.00005023 -0.00010675  0.00003194 -0.00002269  0.00007281 -0.00009263 -0.00005171 -0.00007268  0.00009298  0.00000570  0.00001211  0.00001015  0.00000385  0.00001111 -0.00000313 -0.00000125  0.00000056  0.00000012 -0.00000021 -0.00000009 -0.00000049 -0.00000454  0.00001086  0.00000094  0.00000519 -0.00000114 -0.00000380 -0.00000066 -0.00000050 -0.00000002	
0.04841600	0.02690525	0.00000000	  -1.31327939    0.65332091 -496.40975952   -0.32756999    3.58330560   -0.04637511	   0.10425407   -0.02512661 -482.73229980    0.34270942    4.30747080   -0.12178823	  -1.04238330    0.54507996 -518.86674089   -0.32892477  -11.64498355   -0.05169380	   0.20132269    0.01353918 -505.88781471    0.30392196  -10.53886926   -0.10102602	 -0.14229561   1.67228571 -14.80970454 -48.21923547   5.09725030  -0.66563345  -0.24273848   0.29232593 -15.43443371 -45.77887205   5.88143939   0.60840978   0.18485954  15.36380439  -0.23087471  -0.00472380   0.91659530   0.25191400   0.15339211  -2.06865262  -0.03801386  -0.18082495  -0.00120902  -0.00176424  -0.50519244  -0.00642724  -0.93103546  -0.24963499  -0.15303896   2.06810980   0.03675528   0.17996394   0.00190541	 0.00001665 -0.00000325 -0.23667052  0.58957752 -0.35354304 -0.00001431 -0.00000061 -0.00001708 -0.23668940  0.58967218 -0.35360242 -0.00002527  0.00000403 -0.00020694  0.00000406  0.29999514  0.30000600  1.49999488 -1.27000415 -1.00105544 -0.00000164 -1.00000032 -0.00000309 -0.00000444  0.00000487 -0.30000361 -0.29999578 -1.50000440  1.26999483  1.00105863 -0.00000955  1.00000196  0.00000198	 0.00023136  0.00011769  0.00006932 -0.00021256 -0.00009692  0.00015484 -0.00023767 -0.00016828  0.00012947 -0.00010456  0.00005841 -0.00014787  0.00017277  0.00010538  0.00008514 -0.00021778  0.00019966 -0.00011019 -0.00010231 -0.00012875 -0.00006303  0.00000969 -0.00006067 -0.00009526  0.00016551 -0.00000208  0.00008139 -0.00015224 -0.00017357  0.00020204 -0.00022990  0.00008441  0.00005455	 0.00016861  0.00002236  0.00003753 -0.00002129  0.00031009  0.00005038 -0.00001806  0.00011467 -0.00012624 -0.00007039 -0.00014142 -0.00001174 -0.00003407  0.00008953 -0.00012321 -0.00006688 -0.00009528  0.00013571  0.00000866  0.00001665  0.00001184  0.00000447  0.00001505 -0.00000443 -0.00000152  0.00000121  0.00000017 -0.00000026 -0.00000012 -0.00000073 -0.00000600  0.00001261  0.00000074  0.00000686 -0.00000117 -0.00000500 -0.00000076 -0.00000066 -0.00000002	
